sale_date,product,category,region,quantity,amount,stock_quantity
2011-12-16,Xerox 1929,Office Supplies,Central,5,114.2,75
2011-12-16,First Data FD10 PIN Pad,Technology,West,5,395.0,86
2011-12-16,GE 30524EE4,Technology,West,4,627.17,116
2011-12-16,"OIC Binder Clips, Mini, 1/4' Capacity, Black",Office Supplies,South,2,1.98,105
2011-12-16,Executive Impressions 14' Contract Wall Clock,Furniture,West,2,44.46,85
2011-12-16,Hon Olson Stacker Stools,Furniture,South,9,1013.83,212
2011-12-16,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,West,2,241.57,26
2011-12-16,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,West,5,1403.92,56
2011-12-16,Longer-Life Soft White Bulbs,Furniture,Central,7,8.62,30
2011-12-16,Case Logic 2.4GHz Wireless Keyboard,Technology,South,2,99.98,133
2011-12-16,Ultra Door Push Plate,Furniture,South,6,29.46,218
2011-12-17,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,South,3,40.05,167
2011-12-17,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,East,4,5.48,97
2011-12-19,Avery 516,Office Supplies,West,2,14.62,11
2011-12-19,Insertable Tab Post Binder Dividers,Office Supplies,South,2,4.81,236
2011-12-19,Acme Stainless Steel Office Snips,Office Supplies,South,1,7.27,248
2011-12-19,Canvas Sectional Post Binders,Office Supplies,South,6,152.76,52
2011-12-19,Belkin QODE FastFit Bluetooth Keyboard,Technology,South,5,247.8,198
2011-12-19,Clarity 53712,Technology,West,4,211.17,137
2011-12-19,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,West,5,583.8,172
2011-12-19,High-Back Leather Manager's Chair,Furniture,South,14,1819.86,144
2011-12-19,Advantus T-Pin Paper Clips,Office Supplies,West,5,22.55,153
2011-12-19,RCA ViSYS 25425RE1 Corded phone,Technology,Central,3,323.98,212
2011-12-19,Xerox 229,Office Supplies,Central,3,15.55,219
2011-12-19,"Rogers Jumbo File, Granite",Office Supplies,Central,3,32.59,189
2011-12-20,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,South,5,25.92,121
2011-12-20,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Technology,West,7,447.94,45
2011-12-20,Global Low Back Tilter Chair,Furniture,West,3,242.35,63
2011-12-20,Xerox 1888,Office Supplies,West,5,221.92,129
2011-12-20,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,West,3,71.98,53
2011-12-20,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,East,3,190.85,106
2011-12-20,"Computer Room Manger, 14'",Furniture,West,2,51.97,192
2011-12-20,Harbour Creations 67200 Series Stacking Chairs,Furniture,East,3,192.19,50
2011-12-20,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2' x 11'",Office Supplies,West,5,155.12,180
2011-12-20,Newell 31,Office Supplies,West,1,4.13,35
2011-12-20,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Central,3,1103.97,114
2011-12-20,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,South,7,43.51,25
2011-12-20,Ibico Hi-Tech Manual Binding System,Office Supplies,West,2,487.98,28
2011-12-20,Xerox 1954,Office Supplies,West,2,8.45,148
2011-12-20,Avery 487,Office Supplies,Central,1,3.69,10
2011-12-20,SAFCO Arco Folding Chair,Furniture,South,3,662.88,39
2011-12-20,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,South,2,455.1,10
2011-12-20,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,South,3,62.31,163
2011-12-20,Chromcraft 48' x 96' Racetrack Double Pedestal Table,Furniture,South,7,2244.48,112
2011-12-20,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,West,2,47.3,186
2011-12-20,Avery 489,Office Supplies,West,3,31.05,38
2011-12-20,"SAFCO Commercial Wire Shelving, 72h",Office Supplies,South,2,122.48,231
2011-12-20,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Central,5,65.44,226
2011-12-20,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Central,2,19.43,53
2011-12-21,Avery 492,Office Supplies,East,6,17.28,97
2011-12-21,SAFCO Arco Folding Chair,Furniture,West,6,1325.76,54
2011-12-21,Safco Contoured Stacking Chairs,Furniture,West,3,572.16,110
2011-12-21,Ibico Plastic Spiral Binding Combs,Office Supplies,South,2,18.24,151
2011-12-22,White Computer Printout Paper by Universal,Office Supplies,Central,4,124.03,245
2011-12-22,Newell 332,Office Supplies,West,4,11.76,149
2011-12-22,Lock-Up Easel 'Spel-Binder',Office Supplies,East,13,296.71,68
2011-12-22,Recycled Easel Ring Binders,Office Supplies,Central,6,17.9,55
2011-12-22,Economy Rollaway Files,Office Supplies,Central,1,132.16,32
2011-12-22,Desktop 3-Pocket Hot File,Office Supplies,East,4,216.4,249
2011-12-23,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Central,11,207.24,35
2011-12-23,Prang Dustless Chalk Sticks,Office Supplies,South,1,1.34,238
2011-12-23,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,South,3,45.53,147
2011-12-23,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,South,5,83.92,210
2011-12-23,Tennsco 6- and 18-Compartment Lockers,Office Supplies,South,2,424.27,226
2011-12-23,Xerox 2000,Office Supplies,Central,1,5.18,243
2011-12-23,"Padded Folding Chairs, Black, 4/Carton",Furniture,South,1,64.78,234
2011-12-23,Hon 61000 Series Interactive Training Tables,Furniture,East,2,53.32,80
2011-12-23,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,East,3,56.52,189
2011-12-24,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,West,1,23.99,108
2011-12-24,Xerox 1974,Office Supplies,South,2,9.57,234
2011-12-24,"Master Giant Foot Doorstop, Safety Yellow",Furniture,East,5,30.36,225
2011-12-24,Cisco Unified IP Phone 7945G VoIP phone,Technology,West,3,818.38,200
2011-12-24,"Global Value Mid-Back Manager's Chair, Gray",Furniture,West,6,292.27,153
2011-12-24,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,West,1,13.97,193
2011-12-24,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,West,2,361.96,244
2011-12-24,Tennsco Commercial Shelving,Office Supplies,West,1,20.34,72
2011-12-24,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Technology,West,7,173.66,200
2011-12-24,Letter Size Cart,Office Supplies,West,1,142.86,39
2011-12-24,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,West,3,62.85,16
2011-12-26,Howard Miller 13' Diameter Goldtone Round Wall Clock,Furniture,West,8,300.42,128
2011-12-26,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,East,6,191.88,216
2011-12-26,Ibico Laser Imprintable Binding System Covers,Office Supplies,West,5,78.6,60
2011-12-26,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,West,3,218.35,170
2011-12-26,Acme Rosewood Handle Letter Opener,Office Supplies,West,3,11.91,103
2011-12-26,Global Deluxe Office Fabric Chairs,Furniture,West,3,230.35,41
2011-12-26,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,West,2,3.48,24
2011-12-26,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,West,3,27.55,38
2011-12-26,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,East,3,8.02,34
2011-12-26,Global Deluxe High-Back Manager's Chair,Furniture,Central,3,600.56,130
2011-12-26,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Central,5,8.69,241
2011-12-26,Sensible Storage WireTech Storage Systems,Office Supplies,East,4,227.14,228
2011-12-26,"Wirebound Message Books, Two 4 1/4' x 5' Forms per Page",Office Supplies,East,3,18.26,107
2011-12-26,Holmes 99% HEPA Air Purifier,Office Supplies,East,2,34.66,171
2011-12-26,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,East,2,81.55,178
2011-12-27,Eldon 'L' Workstation Diamond Chairmat,Furniture,East,3,182.35,221
2011-12-27,DAX Wood Document Frame,Furniture,Central,6,32.95,101
2011-12-27,Staples,Office Supplies,Central,4,30.02,97
2011-12-27,Xerox 1927,Office Supplies,West,3,12.84,11
2011-12-27,GBC DocuBind 300 Electric Binding Machine,Office Supplies,West,6,946.76,18
2011-12-27,Bevis Steel Folding Chairs,Furniture,West,3,230.28,100
2011-12-27,Safco Industrial Shelving,Office Supplies,East,2,118.16,43
2011-12-27,Staples,Office Supplies,West,3,7.86,186
2011-12-27,Staples,Office Supplies,West,4,11.56,48
2011-12-27,GBC VeloBind Cover Sets,Office Supplies,West,3,37.06,188
2011-12-27,Advantus Rolling Storage Box,Office Supplies,West,3,51.45,16
2011-12-27,GBC Standard Therm-A-Bind Covers,Office Supplies,Central,1,4.98,73
2011-12-27,Enermax Acrylux Wireless Keyboard,Technology,South,5,498.0,56
2011-12-27,Xerox 1983,Office Supplies,South,4,23.92,54
2011-12-27,"Global Push Button Manager's Chair, Indigo",Furniture,East,14,767.21,240
2011-12-27,Staples,Office Supplies,West,1,10.98,46
2011-12-28,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,East,5,704.25,11
2011-12-28,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,East,4,99.14,61
2011-12-28,Acme Box Cutter Scissors,Office Supplies,West,5,51.15,79
2011-12-28,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,West,9,998.82,215
2011-12-28,Hoover Upright Vacuum With Dirt Cup,Office Supplies,East,6,1737.18,82
2011-12-28,Xerox 1906,Office Supplies,East,4,141.76,7
2011-12-29,Stacking Trays by OIC,Furniture,West,5,24.9,222
2011-12-29,HTC One,Technology,West,4,319.97,148
2011-12-29,Tenex Chairmats For Use with Hard Floors,Furniture,Central,3,38.98,80
2011-12-29,DYMO CardScan Personal V9 Business Card Scanner,Technology,West,6,767.95,214
2011-12-29,Avery Hanging File Binders,Office Supplies,West,3,14.35,228
2011-12-29,Mophie Juice Pack Helium for iPhone,Technology,West,3,191.98,117
2011-12-29,Executive Impressions 10' Spectator Wall Clock,Furniture,West,6,70.56,207
2011-12-29,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,West,1,33.29,197
2011-12-29,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,East,5,48.36,199
2011-12-29,"Master Caster Door Stop, Large Brown",Furniture,Central,3,8.74,24
2011-12-29,Mediabridge Sport Armband iPhone 5s,Technology,West,3,23.98,209
2011-12-29,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Central,4,119.8,88
2011-12-29,Alphabetical Labels for Top Tab Filing,Office Supplies,West,6,88.8,11
2011-12-29,Recycled Eldon Regeneration Jumbo File,Office Supplies,Central,2,24.56,142
2011-12-29,Avery 477,Office Supplies,West,9,274.77,58
2011-12-29,Xerox 1981,Office Supplies,West,4,21.12,153
2011-12-30,Tennsco Industrial Shelving,Office Supplies,South,1,39.13,232
2011-12-30,AT&T 1080 Corded phone,Technology,Central,3,328.78,108
2011-12-30,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,East,7,35.45,25
2011-12-30,Acco Hanging Data Binders,Office Supplies,Central,3,2.29,46
2011-12-30,"Plantronics CS 50-USB - headset - Convertible, Monaural",Technology,Central,2,217.58,31
2011-12-30,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,East,3,122.94,9
2011-12-30,Ibico Ibimaster 300 Manual Binding System,Office Supplies,West,5,551.98,15
2011-12-30,Fashion Color Clasp Envelopes,Office Supplies,Central,3,12.98,198
2011-12-30,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Central,2,47.98,144
2011-12-30,Hon 5100 Series Wood Tables,Furniture,East,3,523.76,150
2011-12-30,Newell 350,Office Supplies,Central,3,9.84,25
2011-12-30,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,East,2,27.97,212
2011-12-30,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,East,6,251.96,85
2011-12-31,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,East,7,1573.49,249
2011-12-31,Nu-Dell Executive Frame,Furniture,East,5,63.2,134
2011-12-31,Staples,Office Supplies,Central,2,49.57,13
2011-12-31,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Central,7,29.68,78
2011-12-31,Sabrent 4-Port USB 2.0 Hub,Technology,Central,7,47.53,116
2011-12-31,Panasonic KX TS3282W Corded phone,Technology,West,7,475.94,6
2011-12-31,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,East,3,34.77,136
2011-12-31,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Technology,East,3,113.97,114
2011-12-31,Avery 51,Office Supplies,East,3,18.9,175
2011-12-31,Sauder Inglewood Library Bookcases,Furniture,East,2,341.96,71
2011-12-31,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,East,4,1687.8,241
2011-12-31,Xerox 1917,Office Supplies,East,4,195.64,58
2011-12-31,"Global Fabric Manager's Chair, Dark Gray",Furniture,East,6,605.88,214
2011-12-31,Xerox 1970,Office Supplies,East,3,14.94,220
2012-01-02,Avery 505,Office Supplies,East,2,23.68,81
2012-01-02,Newell 313,Office Supplies,East,3,9.84,222
2012-01-02,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,East,2,85.52,221
2012-01-02,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,East,2,89.58,115
2012-01-02,Xerox 1959,Office Supplies,East,3,20.04,166
2012-01-02,Speck Products Candyshell Flip Case,Technology,East,3,62.98,226
2012-01-02,Cisco 9971 IP Video Phone Charcoal,Technology,East,9,1188.0,145
2012-01-02,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,East,5,452.45,186
2012-01-03,Newell 317,Office Supplies,Central,3,7.06,233
2012-01-03,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Central,9,1352.4,102
2012-01-03,Xerox 21,Office Supplies,Central,2,10.37,16
2012-01-03,Enermax Acrylux Wireless Keyboard,Technology,Central,5,398.4,13
2012-01-04,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Central,3,32.34,158
2012-01-04,DAX Wood Document Frame,Furniture,South,14,192.22,151
2012-01-04,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Central,5,39.9,226
2012-01-05,Global Deluxe Steno Chair,Furniture,West,1,61.58,107
2012-01-05,#10- 4 1/8' x 9 1/2' Recycled Envelopes,Office Supplies,East,2,17.48,187
2012-01-05,Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,East,2,13.17,44
2012-01-05,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,West,6,87.36,97
2012-01-05,Newell 34,Office Supplies,East,3,59.52,130
2012-01-05,Fellowes Binding Cases,Office Supplies,West,6,56.16,36
2012-01-06,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,West,2,1.94,170
2012-01-06,"It's Hot Message Books with Stickers, 2 3/4' x 5'",Office Supplies,West,5,29.6,167
2012-01-09,Staples,Office Supplies,South,3,106.32,217
2012-01-09,Speediset Carbonless Redi-Letter 7' x 8 1/2',Office Supplies,South,5,51.55,182
2012-01-09,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,South,2,42.76,214
2012-01-09,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,South,3,163.44,107
2012-01-10,Bush Advantage Collection Racetrack Conference Table,Furniture,East,4,1018.1,38
2012-01-12,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,East,3,107.12,14
2012-01-12,SanDisk Cruzer 4 GB USB Flash Drive,Technology,East,2,10.38,119
2012-01-12,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,East,2,10.37,240
2012-01-12,GE 30524EE4,Technology,East,2,235.19,3
2012-01-12,Anker 24W Portable Micro USB Car Charger,Technology,East,4,26.38,92
2012-01-12,"Dual Level, Single-Width Filing Carts",Office Supplies,East,3,465.18,213
2012-01-13,Avery 508,Office Supplies,South,2,9.82,152
2012-01-13,Binding Machine Supplies,Office Supplies,West,3,70.01,140
2012-01-13,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,West,4,77.6,209
2012-01-13,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,West,9,464.85,160
2012-01-17,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8' Cut, 8'L",Office Supplies,South,8,88.96,15
2012-01-17,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,East,2,6.68,236
2012-01-17,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Central,7,254.74,169
2012-01-19,Harbour Creations 67200 Series Stacking Chairs,Furniture,Central,4,199.3,107
2012-01-19,Bevis Round Conference Table Top & Single Column Base,Furniture,Central,1,102.44,125
2012-01-23,Avery 500,Office Supplies,West,2,14.62,193
2012-01-23,"Wirebound Service Call Books, 5 1/2' x 4'",Office Supplies,West,3,29.04,54
2012-01-24,Crayola Colored Pencils,Office Supplies,South,5,13.12,226
2012-01-26,Xerox 1991,Office Supplies,West,8,182.72,169
2012-01-27,HON 5400 Series Task Chairs for Big and Tall,Furniture,West,5,2803.92,33
2012-01-27,High-Back Leather Manager's Chair,Furniture,East,2,181.99,157
2012-01-27,Polycom VVX 310 VoIP phone,Technology,East,4,431.98,246
2012-01-27,Nortel Meridian M5316 Digital phone,Technology,East,1,155.37,12
2012-01-28,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,South,13,4297.64,140
2012-01-30,Rediform Voice Mail Log Books,Office Supplies,Central,6,14.3,17
2012-01-30,Bady BDG101FRU Card Printer,Technology,West,3,1919.98,159
2012-01-30,"Computer Room Manger, 14'",Furniture,West,7,227.36,95
2012-01-31,Xerox 1999,Office Supplies,Central,2,12.96,226
2012-01-31,Seth Thomas 13 1/2' Wall Clock,Furniture,Central,3,53.34,122
2012-01-31,Ibico Standard Transparent Covers,Office Supplies,Central,2,32.96,38
2012-02-03,"Global Fabric Manager's Chair, Dark Gray",Furniture,East,1,90.88,45
2012-02-03,Hand-Finished Solid Wood Document Frame,Furniture,West,4,136.92,243
2012-02-03,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Technology,Central,3,149.97,28
2012-02-03,Coloredge Poster Frame,Furniture,Central,2,28.4,189
2012-02-03,Staples,Office Supplies,South,9,74.52,240
2012-02-03,Wilson Jones Standard D-Ring Binders,Office Supplies,West,3,12.14,220
2012-02-06,"Hon Metal Bookcases, Putty",Furniture,East,4,283.92,61
2012-02-06,UniKeep View Case Binders,Office Supplies,Central,3,2.93,244
2012-02-06,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,East,2,5.68,235
2012-02-06,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Central,3,670.75,184
2012-02-06,Xerox 1920,Office Supplies,South,5,29.9,15
2012-02-06,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Central,2,18.53,183
2012-02-06,Tennsco Industrial Shelving,Office Supplies,South,3,146.73,235
2012-02-06,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,East,9,1268.82,238
2012-02-06,Newell 310,Office Supplies,West,3,5.28,120
2012-02-07,Xerox 1957,Office Supplies,South,2,12.96,9
2012-02-07,Cameo Buff Policy Envelopes,Office Supplies,South,5,311.15,157
2012-02-08,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Central,2,9.54,152
2012-02-08,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Central,2,5.76,102
2012-02-08,"Advantus Push Pins, Aluminum Head",Office Supplies,Central,1,5.81,83
2012-02-08,JBL Micro Wireless Portable Bluetooth Speaker,Technology,East,3,107.98,132
2012-02-09,"Dana Fluorescent Magnifying Lamp, White, 36'",Furniture,Central,2,40.78,64
2012-02-09,Round Specialty Laser Printer Labels,Office Supplies,Central,4,40.1,221
2012-02-09,Memorex Micro Travel Drive 8 GB,Technology,Central,2,20.8,176
2012-02-09,Logitech Wireless Headset h800,Technology,Central,6,479.95,2
2012-02-09,"Global Deluxe Stacking Chair, Gray",Furniture,West,5,203.92,172
2012-02-10,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,East,5,77.24,141
2012-02-14,Acco Hanging Data Binders,Office Supplies,East,2,2.29,119
2012-02-14,Google Nexus 5,Technology,East,3,323.98,157
2012-02-14,Samsung Galaxy S4,Technology,East,1,625.99,241
2012-02-14,GBC Standard Therm-A-Bind Covers,Office Supplies,East,2,14.95,67
2012-02-14,"Black Avery Memo-Size 3-Ring Binder, 5 1/2' x 8 1/2'",Office Supplies,East,9,26.42,145
2012-02-14,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,East,3,71.98,189
2012-02-14,Newell 315,Office Supplies,East,3,14.35,36
2012-02-15,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,West,6,541.44,152
2012-02-15,Xerox 22,Office Supplies,West,3,19.44,175
2012-02-15,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Central,2,699.98,192
2012-02-15,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6' Capacity",Office Supplies,West,5,41.72,180
2012-02-15,Avery Durable Binders,Office Supplies,West,5,11.52,237
2012-02-15,Maxell LTO Ultrium - 800 GB,Technology,Central,5,139.95,206
2012-02-15,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Central,3,134.97,72
2012-02-15,Xerox 1959,Office Supplies,West,2,13.36,142
2012-02-16,Xerox 1881,Office Supplies,West,3,36.84,48
2012-02-16,Avery 485,Office Supplies,West,7,87.71,120
2012-02-16,Xerox 1920,Office Supplies,East,6,35.88,87
2012-02-18,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,West,3,9.24,195
2012-02-18,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,West,2,61.06,139
2012-02-18,Hon 61000 Series Interactive Training Tables,Furniture,West,1,35.54,186
2012-02-20,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,East,7,286.79,249
2012-02-20,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,South,1,29.99,36
2012-02-21,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,East,2,2541.98,60
2012-02-21,Staples,Office Supplies,West,4,49.12,228
2012-02-22,Newell 34,Office Supplies,Central,4,79.36,170
2012-02-23,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,East,2,10.9,123
2012-02-23,Hoover Portapower Portable Vacuum,Office Supplies,East,6,26.88,197
2012-02-25,Avery 518,Office Supplies,East,1,3.15,38
2012-02-25,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4'X8 1/2', 200/Messages",Office Supplies,East,4,22.72,183
2012-02-27,"Pressboard Covers with Storage Hooks, 9 1/2' x 11', Light Blue",Office Supplies,East,3,4.42,62
2012-02-27,Barricks 18' x 48' Non-Folding Utility Table with Bottom Storage Shelf,Furniture,East,7,493.92,45
2012-02-27,Microsoft Natural Keyboard Elite,Technology,West,9,538.92,87
2012-02-27,i.Sound Portable Power - 8000 mAh,Technology,East,2,105.98,10
2012-02-27,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,East,6,16.03,61
2012-02-28,Global Low Back Tilter Chair,Furniture,South,2,161.57,76
2012-02-28,"Global Push Button Manager's Chair, Indigo",Furniture,South,8,389.7,225
2012-02-29,"XtraLife ClearVue Slant-D Ring Binder, White, 3'",Office Supplies,South,4,58.72,152
2012-02-29,Global Deluxe Steno Chair,Furniture,West,3,184.75,198
2012-02-29,Square Credit Card Reader,Technology,West,2,15.98,51
2012-03-01,Jackery Bar Premium Fast-charging Portable Charger,Technology,Central,4,95.84,3
2012-03-01,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,East,2,3.55,58
2012-03-01,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Central,6,1228.0,71
2012-03-01,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Central,2,55.33,147
2012-03-02,Hon Racetrack Conference Tables,Furniture,West,3,787.53,92
2012-03-02,Brown Kraft Recycled Envelopes,Office Supplies,Central,6,101.88,62
2012-03-02,50 Colored Long Pencils,Office Supplies,Central,1,10.16,53
2012-03-05,Eldon Wave Desk Accessories,Furniture,Central,2,4.71,116
2012-03-05,Cisco SPA525G2 IP Phone - Wireless,Technology,Central,2,31.92,242
2012-03-05,Avery Round Ring Poly Binders,Office Supplies,East,3,2.56,236
2012-03-05,Staples,Office Supplies,East,3,29.34,109
2012-03-05,"Situations Contoured Folding Chairs, 4/Set",Furniture,East,2,99.37,73
2012-03-05,"Companion Letter/Legal File, Black",Office Supplies,Central,2,60.42,106
2012-03-05,Binder Clips by OIC,Office Supplies,Central,6,7.1,225
2012-03-05,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,East,1,10.31,56
2012-03-05,"Performers Binder/Pad Holder, Black",Office Supplies,Central,2,11.21,217
2012-03-05,"Global Value Mid-Back Manager's Chair, Gray",Furniture,East,7,383.61,168
2012-03-05,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Central,5,180.98,240
2012-03-05,36X48 HARDFLOOR CHAIRMAT,Furniture,East,2,33.57,249
2012-03-05,Staples,Office Supplies,Central,7,60.69,2
2012-03-05,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,East,4,563.4,119
2012-03-05,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Central,2,23.92,5
2012-03-05,Samsung Convoy 3,Technology,East,7,466.16,4
2012-03-06,Deflect-o Glass Clear Studded Chair Mats,Furniture,West,7,435.26,4
2012-03-06,Canon PC1060 Personal Laser Copier,Technology,West,2,1119.98,53
2012-03-07,Microsoft Sculpt Comfort Mouse,Technology,East,3,119.85,46
2012-03-07,"GBC Twin Loop Wire Binding Elements, 9/16' Spine, Black",Office Supplies,East,2,30.44,214
2012-03-07,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,East,2,69.28,176
2012-03-07,LG G3,Technology,East,3,587.97,8
2012-03-08,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Central,3,8.57,98
2012-03-08,Rush Hierlooms Collection 1' Thick Stackable Bookcases,Furniture,Central,3,512.94,19
2012-03-08,Hon Mobius Operator's Chair,Furniture,Central,7,860.93,121
2012-03-08,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,West,1,3.41,240
2012-03-08,Xerox 1997,Office Supplies,East,3,19.44,60
2012-03-08,Nortel Meridian M3904 Professional Digital phone,Technology,Central,5,769.95,122
2012-03-08,Boston 1900 Electric Pencil Sharpener,Office Supplies,Central,1,14.98,233
2012-03-08,Deflect-o Glass Clear Studded Chair Mats,Furniture,Central,6,373.08,162
2012-03-09,Panasonic KX T7736-B Digital phone,Technology,Central,3,359.88,177
2012-03-09,Maxell 4.7GB DVD-R,Technology,Central,5,113.52,81
